external_compound_id,tautomer_family_key,development_compound_ids_json,in_primary_external,removed_from_tautomer_sensitivity
CMP:NGHTXZCKLWZPGK-UHFFFAOYSA-N,TAU:d92cd1c8285e32b7b2b6a288129dabed8c2d6040003ec3476a78acd8560ee6d1,"[""CMP:NGHTXZCKLWZPGK-UHFFFAOYSA-N""]",false,false
CMP:NHUHCSRWZMLRLA-UHFFFAOYSA-N,TAU:19bde7944f48eb53516bf9db729d18eb542ad30cf121c9782bfa8d7408ac27fc,"[""CMP:NHUHCSRWZMLRLA-UHFFFAOYSA-N""]",false,false
CMP:NIHNNTQXNPWCJQ-UHFFFAOYSA-N,TAU:2360397c02f47e5bcade6ef8e2e9cd7b8f0ce57fb0f53898e2a8d1d3a4b3eb39,"[""CMP:NIHNNTQXNPWCJQ-UHFFFAOYSA-N""]",false,false
CMP:NIPDVSLAMPAWTP-UHFFFAOYSA-N,TAU:7326abd7636690475057c28834978af1e8460a3e358c6ba58ec94e6ff2a5c60c,"[""CMP:NIPDVSLAMPAWTP-UHFFFAOYSA-N""]",false,false
CMP:NIQCNGHVCWTJSM-UHFFFAOYSA-N,TAU:5436efd2c32d3c39b2a7635426c03dbf7a6e81bcd1531f1096b3c8d453ad5dc9,"[""CMP:NIQCNGHVCWTJSM-UHFFFAOYSA-N""]",false,false
CMP:NIRHEGBBHNJANV-UHFFFAOYSA-N,TAU:74d41f6cf5ee560e87ef4365f50e66a5886b687edd0905904798c2944bb5f122,"[""CMP:NIRHEGBBHNJANV-UHFFFAOYSA-N""]",false,false
CMP:NIXOWILDQLNWCW-UHFFFAOYSA-N,TAU:59665130c5d6cb3b96b15f88fc4c2f006a7e111c9c53ca874090e976a7fa296e,"[""CMP:NIXOWILDQLNWCW-UHFFFAOYSA-N""]",false,false
CMP:NLHHRLWOUZZQLW-UHFFFAOYSA-N,TAU:656b0c52e9f8a3f588907629edcab7822c79d46fe90fa04bf6dcc420417b2366,"[""CMP:NLHHRLWOUZZQLW-UHFFFAOYSA-N""]",false,false
CMP:NLZUEZXRPGMBCV-UHFFFAOYSA-N,TAU:537da46e3f97094d9539b91139e48faef30596813608346603c0b83810d73842,"[""CMP:NLZUEZXRPGMBCV-UHFFFAOYSA-N""]",false,false
CMP:NMUSYJAQQFHJEW-ARQDHWQXSA-N,TAU:0af8c75e0255c790e6606d18f7747960a55e80a93e3184b1daeec099e72dbc50,"[""CMP:NMUSYJAQQFHJEW-KVTDHHQDSA-N""]",false,false
CMP:NMUSYJAQQFHJEW-KVTDHHQDSA-N,TAU:0af8c75e0255c790e6606d18f7747960a55e80a93e3184b1daeec099e72dbc50,"[""CMP:NMUSYJAQQFHJEW-KVTDHHQDSA-N""]",false,false
CMP:NNCAWEWCFVZOGF-UHFFFAOYSA-N,TAU:87c80162c658a4571394c0ebf6d25dc56471510e64156479088834db63961eaa,"[""CMP:NNCAWEWCFVZOGF-UHFFFAOYSA-N""]",false,false
CMP:NNJPGOLRFBJNIW-HNNXBMFYSA-N,TAU:c1ffa7419681dc6000928d590c7ab4a9d83d55d88f0fc06a8cea797859deaeea,"[""CMP:NNJPGOLRFBJNIW-HNNXBMFYSA-N""]",false,false
CMP:NNKVPIKMPCQWCG-UHFFFAOYSA-N,TAU:161b7fd751f0259fb4ed09738820eea499aed3373e133db77f81efe0788fbfcf,"[""CMP:NNKVPIKMPCQWCG-UHFFFAOYSA-N""]",false,false
CMP:NNYBQONXHNTVIJ-UHFFFAOYSA-N,TAU:932305a3638c7dfc035f5bdcd7ea203a80611e9e6246786afece76621abe3132,"[""CMP:NNYBQONXHNTVIJ-UHFFFAOYSA-N""]",false,false
CMP:NOMAVCLLBXUQRD-UHFFFAOYSA-N,TAU:144f82107a42e60ca1d5f9fa42d31b9bbb1b1084ebe7cb92e8335ccedec54523,"[""CMP:NOMAVCLLBXUQRD-UHFFFAOYSA-N""]",false,false
CMP:NOOLISFMXDJSKH-KXUCPTDWSA-N,TAU:0fb1d6b86e8de272c88b698b0aadcc65f6225cd804ae44af75c4c3b9814159f2,"[""CMP:NOOLISFMXDJSKH-UHFFFAOYSA-N""]",false,false
CMP:NOOLISFMXDJSKH-UHFFFAOYSA-N,TAU:0fb1d6b86e8de272c88b698b0aadcc65f6225cd804ae44af75c4c3b9814159f2,"[""CMP:NOOLISFMXDJSKH-UHFFFAOYSA-N""]",false,false
CMP:NOQGZXFMHARMLW-UHFFFAOYSA-N,TAU:c45ef401c6776d4db300f812d9d553fd6cddbd073abb5891d44be83a10652789,"[""CMP:NOQGZXFMHARMLW-UHFFFAOYSA-N""]",false,false
CMP:NOWKCMXCCJGMRR-UHFFFAOYSA-N,TAU:ae5d0b26237e9cae2bef46da856acfbaccd7dface7754879b87e926b24e27ba5,"[""CMP:NOWKCMXCCJGMRR-UHFFFAOYSA-N""]",false,false
CMP:NPNPZTNLOVBDOC-UHFFFAOYSA-N,TAU:1c04641662dcec0137b161545e19ed444ec5eae0d9683d327d66743bd37be0c5,"[""CMP:NPNPZTNLOVBDOC-UHFFFAOYSA-N""]",false,false
CMP:NPOJQCVWMSKXDN-UHFFFAOYSA-N,TAU:2364ff626964c0f29279aaf25451080170c0b6fcedff4308283291dfec5722f8,"[""CMP:NPOJQCVWMSKXDN-UHFFFAOYSA-N""]",false,false
CMP:NQQVFXUMIDALNH-UHFFFAOYSA-N,TAU:4e12c2773ddda5ad6f6e85cf8044d86338c1c0fc4ced709c8733a68db07a87f8,"[""CMP:NQQVFXUMIDALNH-UHFFFAOYSA-N""]",false,false
CMP:NQRYJNQNLNOLGT-UHFFFAOYSA-N,TAU:daa04a326d407f1003f7ae788f5749f14116dab822b70949732eb2c65d524d6a,"[""CMP:NQRYJNQNLNOLGT-UHFFFAOYSA-N""]",false,false
CMP:NTIZESTWPVYFNL-UHFFFAOYSA-N,TAU:54af572f4ab14f31b1c60f8ab57b387303b3e5e75bf5f861e1c1d2da6b00dd80,"[""CMP:NTIZESTWPVYFNL-UHFFFAOYSA-N""]",false,false
CMP:NTUQAPWIPIIWLT-UHFFFAOYSA-N,TAU:272454f32bbaf5b932a53a7ca9cae3a2bd9b044edef411c29e1fb7884a6e92c6,"[""CMP:NTUQAPWIPIIWLT-UHFFFAOYSA-N""]",false,false
CMP:NUFNQYOELLVIPL-UHFFFAOYSA-N,TAU:9ba2f246b2153c47c65a6c87187df172b16e30b069ca5705c650619818f32d00,"[""CMP:NUFNQYOELLVIPL-UHFFFAOYSA-N""]",false,false
CMP:NUIURNJTPRWVAP-UHFFFAOYSA-N,TAU:423f782a40710c6fa07d4d07f034d339553b5869e990bb87a870adae2118a50b,"[""CMP:NUIURNJTPRWVAP-UHFFFAOYSA-N""]",false,false
CMP:NUMQCACRALPSHD-UHFFFAOYSA-N,TAU:198f9e8e79cd92d703bef42baad10343b9415b13a9c1d993a40c211c235f586f,"[""CMP:NUMQCACRALPSHD-UHFFFAOYSA-N""]",false,false
CMP:NWVVVBRKAWDGAB-UHFFFAOYSA-N,TAU:0e8a5ebce8cee5b9a0d7f4f67eabc23510706ffb44e9a984b26572f669ce3228,"[""CMP:NWVVVBRKAWDGAB-UHFFFAOYSA-N""]",false,false
CMP:NXEUEKXJAAVKCT-UHFFFAOYSA-N,TAU:436cd31340db1566704fbc7ae0e407ff1e1f6c5ba48e7bb79787f54bb42af345,"[""CMP:NXEUEKXJAAVKCT-UHFFFAOYSA-N""]",false,false
CMP:NYPJDWWKZLNGGM-RPWUZVMVSA-N,TAU:56b4de996c3fc499cc7f17139bbdabf7d638321c4282a00926ebbd921e0103d3,"[""CMP:NYPJDWWKZLNGGM-UHFFFAOYSA-N""]",false,false
CMP:NYPJDWWKZLNGGM-UHFFFAOYSA-N,TAU:56b4de996c3fc499cc7f17139bbdabf7d638321c4282a00926ebbd921e0103d3,"[""CMP:NYPJDWWKZLNGGM-UHFFFAOYSA-N""]",false,false
CMP:NYTOUQBROMCLBJ-UHFFFAOYSA-N,TAU:88130b5dd5558182e9f42cc930a216c66978a5a4085cb758ecd4f57d209d3d72,"[""CMP:NYTOUQBROMCLBJ-UHFFFAOYSA-N""]",false,false
CMP:OALHHIHQOFIMEF-UHFFFAOYSA-N,TAU:5fcd695d3a9ac232c5503ac87b6f867782e883631cc23ad967d583b7b916f052,"[""CMP:OALHHIHQOFIMEF-UHFFFAOYSA-N""]",false,false
CMP:OBZMXIHZRUNYOT-LBPRGKRZSA-N,TAU:1f4b9c0d4d914b528b0ea22d3fe00b4f4f0c90be79c56cafb28b504f3cda208a,"[""CMP:OBZMXIHZRUNYOT-LBPRGKRZSA-N""]",false,false
CMP:OCJBOOLMMGQPQU-UHFFFAOYSA-N,TAU:c51ef5b002d9675b19b0ae2996f43d09a0156ce36ea4a7c469794f9a85b83fc0,"[""CMP:OCJBOOLMMGQPQU-UHFFFAOYSA-N""]",false,false
CMP:ODCWYMIRDDJXKW-UHFFFAOYSA-N,TAU:17842a206ad9b1429c03d9af15564dc8bfe922c0b2ef77ea3a8bb0dba2eeea36,"[""CMP:ODCWYMIRDDJXKW-UHFFFAOYSA-N""]",false,false
CMP:OEBRKCOSUFCWJD-UHFFFAOYSA-N,TAU:7ac8e6c3c90f4359c42c42a1cc457eb616c9d0db39a0b859166113c7b28f2239,"[""CMP:OEBRKCOSUFCWJD-UHFFFAOYSA-N""]",false,false
CMP:OECTYKWYRCHAKR-UHFFFAOYSA-N,TAU:59fcb8a7c5582560e34e52bd87bcafbd9271cdcef0ca836198c0fc50d7e74820,"[""CMP:OECTYKWYRCHAKR-UHFFFAOYSA-N""]",false,false
CMP:OELWBYBVFOLSTA-UHFFFAOYSA-N,TAU:1f1b3a4e44106c797783c586ce264cafd503f2167dda67ca191a4b0bdb951076,"[""CMP:OELWBYBVFOLSTA-UHFFFAOYSA-N""]",false,false
CMP:OENHQHLEOONYIE-JLTXGRSLSA-N,TAU:6f8ed4623af581be3c91d65c604556996434e65989ed2ad13f3b76ac9ce43e5d,"[""CMP:OENHQHLEOONYIE-JLTXGRSLSA-N""]",false,false
CMP:OEYIOHPDSNJKLS-UHFFFAOYSA-N,TAU:ee2f222c864a3340cb6dc5c1a21fddcc9b162b0220641118d30f914132fc0aff,"[""CMP:OEYIOHPDSNJKLS-UHFFFAOYSA-N""]",false,false
CMP:OFLXLNCGODUUOT-UHFFFAOYSA-N,TAU:706596d9f4d04588a473ce71398820598e3a7775fc6a3e1d5d33dc0e80a53b88,"[""CMP:OFLXLNCGODUUOT-UHFFFAOYSA-N""]",false,false
CMP:OGGXGZAMXPVRFZ-UHFFFAOYSA-N,TAU:2ed960f209ed8c1808ba5f1246cb80833b1a60e61676e0abc5b1ecc578db6cb7,"[""CMP:OGGXGZAMXPVRFZ-UHFFFAOYSA-N""]",false,false
CMP:OGRXKBUCZFFSTL-UHFFFAOYSA-N,TAU:6272187daa0761db857b1c79915d208cd51935e97a59e3317b6253e67b803a0d,"[""CMP:OGRXKBUCZFFSTL-UHFFFAOYSA-N""]",false,false
CMP:OHDJGZUFFIQWCM-UHFFFAOYSA-N,TAU:89e83f557f2bd2216330a5d321fdfc197d038518ef5a8b1ebd708f5bd7f1adad,"[""CMP:OHDJGZUFFIQWCM-UHFFFAOYSA-N""]",false,false
CMP:OHJIOGJOUIOUTD-UHFFFAOYSA-N,TAU:71aa6e2406b6f916aca238c158a6f0f5693f40d74359495b44dc0fab49c9a2b3,"[""CMP:OHJIOGJOUIOUTD-UHFFFAOYSA-N""]",false,false
CMP:OHMHBGPWCHTMQE-UHFFFAOYSA-N,TAU:942c31c17859cf0aa184fa5f256fb177949fa6f91b28ff1e7d61fac2c2e87eec,"[""CMP:OHMHBGPWCHTMQE-UHFFFAOYSA-N""]",false,false
CMP:OHXAOPZTJOUYKM-UHFFFAOYSA-N,TAU:841159e39008f1a7cc773268bca5f45721e1c1f0d6364ab96422a402145e5502,"[""CMP:OHXAOPZTJOUYKM-UHFFFAOYSA-N""]",false,false
CMP:OIGNJSKKLXVSLS-VWUMJDOOSA-N,TAU:3f20fc56036425bf8ab5e1808e75b4f5ebf5537ae923bb0e05f8fabb26bf0d99,"[""CMP:OIGNJSKKLXVSLS-VWUMJDOOSA-N""]",false,false
CMP:OIJHFHYPXWSVPF-UHFFFAOYSA-N,TAU:99a00c6e2fba83ca4c1e1882fb4a51a535c63556bdbd86cac57b33fe583c5f4b,"[""CMP:OIJHFHYPXWSVPF-UHFFFAOYSA-N""]",false,false
CMP:OJLOPKGSLYJEMD-URPKTTJQSA-N,TAU:57363f66e897391ee4976918ba17de60b04482897b25180f82a11086b27f98e5,"[""CMP:OJLOPKGSLYJEMD-URPKTTJQSA-N""]",false,false
CMP:OKJPEAGHQZHRQV-UHFFFAOYSA-N,TAU:9a1f243b4f4d9ae8d9b5e1660856b02d0dcaee73f69450d7ba19e16c577d1c95,"[""CMP:OKJPEAGHQZHRQV-UHFFFAOYSA-N""]",false,false
CMP:OKKJLVBELUTLKV-UHFFFAOYSA-N,TAU:fc8842c641d9150647f928e6c294ce26dd51ecae5ba30b114a78ddedcd398815,"[""CMP:OKKJLVBELUTLKV-UHFFFAOYSA-N""]",false,false
CMP:OMFRMAHOUUJSGP-IRHGGOMRSA-N,TAU:45035dd7ab2777f438897c9d418e748d1d891a1678ea7df85ec1426aadc1c952,"[""CMP:OMFRMAHOUUJSGP-IRHGGOMRSA-N""]",false,false
CMP:OMOSYYVYEGXVHK-UHFFFAOYSA-N,TAU:e733a992f5b9c7b3b5368f74f7d9d9ab20d3958cff96ddf49a90e95832efd5a8,"[""CMP:OMOSYYVYEGXVHK-UHFFFAOYSA-N""]",false,false
CMP:OMPJBNCRMGITSC-UHFFFAOYSA-N,TAU:6a6e4dd4b6c9c7c227ecb5742b0d3b28b182e3e7ddc609f6762fb4ef42dfcaeb,"[""CMP:OMPJBNCRMGITSC-UHFFFAOYSA-N""]",false,false
CMP:ONKUMRGIYFNPJW-KIEAKMPYSA-N,TAU:889a5cf5ad4def7ff948010711cd8ccff9ae99c4a1fd7f21c906453eddf132e8,"[""CMP:ONKUMRGIYFNPJW-KIEAKMPYSA-N""]",false,false
CMP:OPNPQXLQERQBBV-UHFFFAOYSA-N,TAU:56ef8b9b32f102c65ee611632debb03d11164dfb56e33876164c7d8a7e8cb18f,"[""CMP:OPNPQXLQERQBBV-UHFFFAOYSA-N""]",false,false
CMP:OQHHSGRZCKGLCY-UHFFFAOYSA-N,TAU:2e9f2ad9d09948e881ed21a2ec72b541ff7d173baaa257e28402a36b7c5984a0,"[""CMP:OQHHSGRZCKGLCY-UHFFFAOYSA-N""]",false,false
CMP:OQIQSTLJSLGHID-WNWIJWBNSA-N,TAU:b7a86514366f54f936a19b41e90ec7a31b851aa33f861b50bcd2bd8d9bcaef09,"[""CMP:OQIQSTLJSLGHID-WNWIJWBNSA-N""]",false,false
CMP:OQQYJPVCDFFEIV-UHFFFAOYSA-N,TAU:a6e9a9cefd35580302c23f8a1351a604343afc33c238623f6b3a99fe63c3e021,"[""CMP:OQQYJPVCDFFEIV-UHFFFAOYSA-N""]",false,false
CMP:OROGSEYTTFOCAN-DNJOTXNNSA-N,TAU:7f7100996382ab51457e244d3a00745ccb3ceee66f92c29e71084af61e985e84,"[""CMP:OROGSEYTTFOCAN-DNJOTXNNSA-N""]",false,false
CMP:OSDWBNJEKMUWAV-UHFFFAOYSA-N,TAU:e19d9ad75946bebace4eceb9878c5a9bd2484284bd7cc99e6b9146c6112c06a9,"[""CMP:OSDWBNJEKMUWAV-UHFFFAOYSA-N""]",false,false
CMP:OTLNPYWUJOZPPA-UHFFFAOYSA-N,TAU:9b9267a13d90e3e74dad11262999353b0869f97ad3cc57b8a7b9e6a047d38076,"[""CMP:OTLNPYWUJOZPPA-UHFFFAOYSA-N""]",false,false
CMP:OTVAEFIXJLOWRX-NXEZZACHSA-N,TAU:e53e8ed71ff0b819c55acf59376c877d882698d1c708d960dacfe14b98285568,"[""CMP:OTVAEFIXJLOWRX-NXEZZACHSA-N""]",false,false
CMP:OUDSBRTVNLOZBN-UHFFFAOYSA-N,TAU:ab729505b74c0db8fbbd5f44509e86ccfd2e13ed1226d4876fd696eeea91bfc2,"[""CMP:OUDSBRTVNLOZBN-UHFFFAOYSA-N""]",false,false
CMP:OVSKIKFHRZPJSS-UHFFFAOYSA-N,TAU:d49a1a035d4ba740af2d86cd9a6f3e28f01e97e6436e162aa53a8691c58c6453,"[""CMP:OVSKIKFHRZPJSS-UHFFFAOYSA-N""]",false,false
CMP:OWXJKYNZGFSVRC-NSCUHMNNSA-N,TAU:bf0fa4649677c9acddc37f847280cc1ea361a8f1abccdf83a16c3e57fcec7b50,"[""CMP:OWXJKYNZGFSVRC-UHFFFAOYSA-N""]",false,false
CMP:OWZREIFADZCYQD-NSHGMRRFSA-N,TAU:9228b7f4fc54e0e755849306cb04aa7c6c27d4e09e2926515d0d5f98f52b7f65,"[""CMP:OWZREIFADZCYQD-NSHGMRRFSA-N""]",false,false
CMP:OZDGMOYKSFPLSE-UHFFFAOYSA-N,TAU:9a7c15ad40f12eb3a7979f041e6564f8e4100366a58338803bb8cb304af270fa,"[""CMP:OZDGMOYKSFPLSE-UHFFFAOYSA-N""]",false,false
CMP:OZQDLJNDRVBCST-SHUUEZRQSA-N,TAU:262974f0f662b138448ef98d3d2ff769cbf8a79dc6a32d68846d713862a86449,"[""CMP:OZQDLJNDRVBCST-SHUUEZRQSA-N""]",false,false
CMP:OZSPQIXKOVJJGE-UHFFFAOYSA-N,TAU:457d44c2c6cd7e5a043d9e44d0c15b6fec11550bec937091782f6ad5f3778504,"[""CMP:OZSPQIXKOVJJGE-UHFFFAOYSA-N""]",false,false
CMP:PAAZPARNPHGIKF-UHFFFAOYSA-N,TAU:060c65f577a9169bb04634750a47193246d4f6916de7a2537317c2cbf017f803,"[""CMP:PAAZPARNPHGIKF-UHFFFAOYSA-N""]",false,false
CMP:PAFZNILMFXTMIY-UHFFFAOYSA-N,TAU:1ab5212917da36f94696b510c9b49463aaaea6d72e6dfa4313a2d114834b5659,"[""CMP:PAFZNILMFXTMIY-UHFFFAOYSA-N""]",false,false
CMP:PAYRUJLWNCNPSJ-UHFFFAOYSA-N,TAU:21e9e6150c40c85711414c26e90362e12f4a60827a92f99cb2fad08748e20990,"[""CMP:PAYRUJLWNCNPSJ-UHFFFAOYSA-N""]",false,false
CMP:PBKONEOXTCPAFI-UHFFFAOYSA-N,TAU:4fe0beb218e76d24b2c449cfac845b11001c946b37b522c60742fa0daf3adb64,"[""CMP:PBKONEOXTCPAFI-UHFFFAOYSA-N""]",false,false
CMP:PCBLZWZCGNKODY-UHFFFAOYSA-N,TAU:a6371ad194acefab68108d030a09351e00fd4fb84c2ddb26d7f035e448115ce9,"[""CMP:PCBLZWZCGNKODY-UHFFFAOYSA-N""]",false,false
CMP:PCIUEQPBYFRTEM-UHFFFAOYSA-N,TAU:5bc76544fcbe477197d1d48bb11e6ebcff4206abcabde88db7f47b37c3764488,"[""CMP:PCIUEQPBYFRTEM-UHFFFAOYSA-N""]",false,false
CMP:PCNFLKVWBDNNOW-UHFFFAOYSA-N,TAU:48cd04837d9e15fde883757c38b5dc34748c2fc6153304a32f78e173a861db0d,"[""CMP:PCNFLKVWBDNNOW-UHFFFAOYSA-N""]",false,false
CMP:PCZOHLXUXFIOCF-BXMDZJJMSA-N,TAU:27c66814660a96a38884e37b64f64ed6d2db1a77241af2a463f7815f644910a7,"[""CMP:PCZOHLXUXFIOCF-BXMDZJJMSA-N""]",false,false
CMP:PDQAZBWRQCGBEV-UHFFFAOYSA-N,TAU:18e530cf5e70ed7d847b32e1824f96ce8a431080c16b806ee5f06ae2950f6129,"[""CMP:PDQAZBWRQCGBEV-UHFFFAOYSA-N""]",false,false
CMP:PEDCQBHIVMGVHV-UHFFFAOYSA-N,TAU:37e33538e00df85383bff686a6e30ba060b6a40c78a40731c28e7a45666f8770,"[""CMP:PEDCQBHIVMGVHV-UHFFFAOYSA-N""]",false,false
CMP:PFEFOYRSMXVNEL-UHFFFAOYSA-N,TAU:1aa1ca021de45314cbbbcf1ab1b5d45e9c44ef165c6caf8939facf1d1a7ba9a5,"[""CMP:PFEFOYRSMXVNEL-UHFFFAOYSA-N""]",false,false
CMP:PFRYFZZSECNQOL-UHFFFAOYSA-N,TAU:3defd6a4c85ce6f2b4f0f67630f8f6d1a0f4aa4b1559efa6f5b1f87084f69762,"[""CMP:PFRYFZZSECNQOL-UHFFFAOYSA-N""]",false,false
CMP:PGLTVOMIXTUURA-UHFFFAOYSA-N,TAU:f84a14b17befc850db36e50a270a622946bf1d209fc208b1bcecc7a9cbac3a1f,"[""CMP:PGLTVOMIXTUURA-UHFFFAOYSA-N""]",false,false
CMP:PGRHXDWITVMQBC-UHFFFAOYSA-N,TAU:a8d92e098fbbe0cc6193b1df5e5d98658696918164e433a8fe2887fc20b72d94,"[""CMP:PKLPQOJFHFGVBS-UHFFFAOYSA-N""]",false,false
CMP:PHMNXPYGVPEQSJ-UHFFFAOYSA-N,TAU:8db1f1e53dc493bf1a322e4f9876e7bce901911aaed809d78f26a6fa1d6d4ec7,"[""CMP:PHMNXPYGVPEQSJ-UHFFFAOYSA-N""]",false,false
CMP:PHNUZKMIPFFYSO-UHFFFAOYSA-N,TAU:896cf0d6501b86166abfd17a016c68ac22414a176c24c9ff7e5e89dedbe1ee05,"[""CMP:PHNUZKMIPFFYSO-UHFFFAOYSA-N""]",false,false
CMP:PHPWISAFHNEMSR-UHFFFAOYSA-N,TAU:27b585e2c6b61940dcd88eda708b81621b112dcb30350abe1e8049a62ac37a66,"[""CMP:PHPWISAFHNEMSR-UHFFFAOYSA-N""]",false,false
CMP:PIICEJLVQHRZGT-UHFFFAOYSA-N,TAU:dcc73bf631f9be42113cee3ffcf0bb8889cf63dd94af75ebee2dd18d532966b2,"[""CMP:PIICEJLVQHRZGT-UHFFFAOYSA-N""]",false,false
CMP:PIWKPBJCKXDKJR-UHFFFAOYSA-N,TAU:5939f1c3ee25735fb2dde5dcde2a01047df5cd4cc3e7c008974f459a8f33735c,"[""CMP:PIWKPBJCKXDKJR-UHFFFAOYSA-N""]",false,false
CMP:PKYKNPLSFOKASK-UHFFFAOYSA-N,TAU:cacc96e825b1e46542ef77101366f26a4feaee86fded3fa19412ed41764af720,"[""CMP:PKYKNPLSFOKASK-UHFFFAOYSA-N""]",false,false
CMP:PLAZTCDQAHEYBI-UHFFFAOYSA-N,TAU:37e593b796c3089072ff1369e00bed14951803a4c585b9fa7023c93a7d9fe202,"[""CMP:PLAZTCDQAHEYBI-UHFFFAOYSA-N""]",false,false
CMP:PMATZTZNYRCHOR-CGLBZJNRSA-N,TAU:09ca2087bc3a30dca292159e96777851bcde2436b99ebf30b7b708bac3d7e0e0,"[""CMP:PMATZTZNYRCHOR-CGLBZJNRSA-N""]",false,false
CMP:PMBVHCCVEPYDSN-KXPAZRKESA-N,TAU:fe8e7b8e374c2122bc6c7928154fb0b843260335d62ae74ef73c3b49c0608cdf,"[""CMP:PMBVHCCVEPYDSN-BADCMNFISA-N""]",false,false
CMP:PMHURSZHKKJGBM-UHFFFAOYSA-N,TAU:3b3c651be82187f3c97d0e5df9d9cef65293e28295c89ccc42e0805b4d09508f,"[""CMP:PMHURSZHKKJGBM-UHFFFAOYSA-N""]",false,false
CMP:PMRYVIKBURPHAH-UHFFFAOYSA-N,TAU:ad8c170394bb6320caca0e5623ac6571776802b0df9ab29316fde3ea1266e28e,"[""CMP:PMRYVIKBURPHAH-UHFFFAOYSA-N""]",false,false
CMP:PNENOUKIPPERMY-UHFFFAOYSA-N,TAU:974fe51536aaf5826ea132251e907cd2f7cc4759cf37ddf7befe0091952176d7,"[""CMP:PNENOUKIPPERMY-UHFFFAOYSA-N""]",false,false
CMP:PNVJTZOFSHSLTO-UHFFFAOYSA-N,TAU:ec52f7ec450fb9533aded6fe400d668626e33a1c41e6862122e111223597d89e,"[""CMP:PNVJTZOFSHSLTO-UHFFFAOYSA-N""]",false,false
CMP:POAOYUHQDCAZBD-UHFFFAOYSA-N,TAU:00d461195d46fe69b0db4c0fcabefeb4f077ba3d48c38e2680da5f00459b8826,"[""CMP:POAOYUHQDCAZBD-UHFFFAOYSA-N""]",false,false
CMP:POVXOWVFLAAVBH-UHFFFAOYSA-N,TAU:daa59397e74d4eb634ccdd41678c552891f21e8cfa1673fa3713375822085d5e,"[""CMP:POVXOWVFLAAVBH-UHFFFAOYSA-N""]",false,false
CMP:PPBRXRYQALVLMV-UHFFFAOYSA-N,TAU:5bdf773e4226f0515533bea1061c7590372d06518ac4f6df37b0c33baa82e9ff,"[""CMP:PPBRXRYQALVLMV-UHFFFAOYSA-N""]",false,false
CMP:PPQNQXQZIWHJRB-UHFFFAOYSA-N,TAU:7dc99db37766ce4c3304a06a42d3cf34fe8844c7fc7e466229a520c825b9143f,"[""CMP:PPQNQXQZIWHJRB-UHFFFAOYSA-N""]",false,false
CMP:PQJJJMRNHATNKG-UHFFFAOYSA-N,TAU:dbda28347183c8af83a20552086b4e83a8e1fc72ca82155b8929e68a353260bb,"[""CMP:PQJJJMRNHATNKG-UHFFFAOYSA-N""]",false,false
CMP:PQYJRMFWJJONBO-UHFFFAOYSA-N,TAU:34e2bd83f9aea871f07712967f59daf25bd6baf492c392feaac3869b53c4d56a,"[""CMP:PQYJRMFWJJONBO-UHFFFAOYSA-N""]",false,false
CMP:PRPINYUDVPFIRX-UHFFFAOYSA-N,TAU:83204d7da64e16fdcef2c7923488761edd4ace13433ade1faa51eb997df10fd1,"[""CMP:PRPINYUDVPFIRX-UHFFFAOYSA-N""]",false,false
CMP:PVNIIMVLHYAWGP-UHFFFAOYSA-N,TAU:8588624d41433ca4c01a782964f4a21f5ecf0caa923d5e355eef834ac8f689bc,"[""CMP:PVNIIMVLHYAWGP-UHFFFAOYSA-N""]",false,false
CMP:PVTUERPXLWOPRX-RQSAQSMCSA-N,TAU:f791f08b611a8e35d685080d7a063edb259d66dc7f94b7a1e16bcd9366e7cc5e,"[""CMP:PVTUERPXLWOPRX-RQSAQSMCSA-N""]",false,false
CMP:PVVCHFOAZOVDRK-UHFFFAOYSA-N,TAU:01bb25ba05d39e721352232908bb928337a6e39fee8c7c70c68546d5c5eb9868,"[""CMP:PVVCHFOAZOVDRK-UHFFFAOYSA-N""]",false,false
CMP:PWKSKIMOESPYIA-BYPYZUCNSA-N,TAU:9d83f29ea1c115098e2caf6d1edfd98ebdfd4b1df1a553c4a9bf89b5e15ee887,"[""CMP:PWKSKIMOESPYIA-BYPYZUCNSA-N""]",false,false
CMP:PXAJQJMDEXJWFB-UHFFFAOYSA-N,TAU:8558113bff23b36e053863bbbd2e1d296a78486f905580f5a37f8cea6df36db3,"[""CMP:PXAJQJMDEXJWFB-UHFFFAOYSA-N""]",false,false
CMP:PXBRQCKWGAHEHS-UHFFFAOYSA-N,TAU:6311faf433bce3c5116cba10d7677bffaa1bdbc57f9bfd9e78e019615afe1005,"[""CMP:PXBRQCKWGAHEHS-UHFFFAOYSA-N""]",false,false
CMP:PXOZAFXVEWKXED-UHFFFAOYSA-N,TAU:66893dd91bedd0c14f2c5e4eaf53cfaa460afd996e5cec51a761757d454f448c,"[""CMP:PXOZAFXVEWKXED-UHFFFAOYSA-N""]",false,false
CMP:PXQPEWDEAKTCGB-UHFFFAOYSA-N,TAU:ee1f7e05e97b687761a12e1c69fe4a0e8674c2d671349a085c02712c3888447d,"[""CMP:PXQPEWDEAKTCGB-UHFFFAOYSA-N""]",false,false
CMP:PXSOHRWMIRDKMP-UHFFFAOYSA-N,TAU:8d68e5e4a10a3976fb35a691ad281b814b735bf59f07003fa715d1d29e2a7ed3,"[""CMP:PXSOHRWMIRDKMP-UHFFFAOYSA-N""]",false,false
