record_key,source_dataset,source_record_id,exclusion_reason
REC:dc5de7dae4388d2f91a47ef0607ff92fe77f38ffd1f18d81b5f067f3fb5e116c,ccris,4088:no_carcinogenicity,多片段离子结构的电荷方向或化学计量不配平，无法确认对离子
REC:dc5de7dae4388d2f91a47ef0607ff92fe77f38ffd1f18d81b5f067f3fb5e116c,ccris,4088:no_carcinogenicity,无致癌性试验记录
REC:a573c23719d42df6ad2380cec230cd194816d0d1259f48fa0e4f1d14a52dfba2,ccris,4089:no_carcinogenicity,无致癌性试验记录
REC:295324db4b1a3d986b3355d27d242f6fa9f8cf9a3f1fd764947e448eee278aa4,ccris,4090:no_carcinogenicity,无致癌性试验记录
REC:b2f1ca11178a0526caf01620c3cbfc5d8f38736031e3e9e4d1fc65f185c6c12f,ccris,4091:no_carcinogenicity,无致癌性试验记录
REC:d975fc4a16dda7eb925aab14d6aae6fd249037c9ff8db5c77d15793a628bc169,ccris,4092:no_carcinogenicity,无致癌性试验记录
REC:9c768360196af39104a439b5736533b96bab00d1da03b0c0570b8fb81fdec24b,ccris,4093:no_carcinogenicity,无致癌性试验记录
REC:5068e56e4ff8749072d8831d0b765cdf48488960e6a38cc32af16bb158d394aa,ccris,4094:no_carcinogenicity,无致癌性试验记录
REC:0271e279d201f43d0feb11f5be7aa3b2b277e6d43ae7fb4bc7989e8872c68d04,ccris,4095:no_carcinogenicity,无致癌性试验记录
REC:e4f78642fc566294a4f422145b92b92e278880acbe40186b53e8f5987faa4f09,ccris,4096:no_carcinogenicity,无致癌性试验记录
REC:01f8a39a245cf88ded88c10873eecf153a08c512805aad29157fe945e90e88b2,ccris,4097:no_carcinogenicity,无致癌性试验记录
REC:a52dce2b82b73b5847f289612a231b455788cb216db75972394d4c88b01b7ec6,ccris,4098:no_carcinogenicity,无致癌性试验记录
REC:afb64ba2d865789aec6fb2370ea677cda4b410e5106ce6f1a79b3f150c7e56a1,ccris,4099:no_carcinogenicity,无致癌性试验记录
REC:f4b8f0c2df9e2d1c83277e4ab1b26092608169ed9e888f307b34318b3a18d4a5,ccris,4100:no_carcinogenicity,无致癌性试验记录
REC:41b65d86b611c87b12f0b4625aec1a82bbb252812705c8c0db89961e063b2a35,ccris,4103:no_carcinogenicity,无致癌性试验记录
REC:2141388b2307f7465540ee4b77d36cf5c5aff30562d6734b6c8614e66c34c5a7,ccris,4106:no_carcinogenicity,无致癌性试验记录
REC:5cd939ff7e3149cee90cab6ac52814c21877c374107bb0e43e7d6870f8030b5f,ccris,4108:no_carcinogenicity,无致癌性试验记录
REC:a8da46f5bad6e6aec3c9a2b593dbb27ba3746510f1668c9dacb3f76b12e19686,ccris,4109:no_carcinogenicity,无致癌性试验记录
REC:9eb86c478e5eeb8d4b7a340ec68537c07265da3d681270052d0dd75fc7de851b,ccris,4110:no_carcinogenicity,无致癌性试验记录
REC:095a3de58feb06780a95dddbe4142f62f58b8b074aaabd98427b7d88c43bb446,ccris,4111:no_carcinogenicity,无致癌性试验记录
REC:5e41db1c8a2c099aa33221f139c0e3b202ec781fa1a092f12772a82f28c256a8,ccris,4112:no_carcinogenicity,no_standardized_key
REC:5e41db1c8a2c099aa33221f139c0e3b202ec781fa1a092f12772a82f28c256a8,ccris,4112:no_carcinogenicity,无致癌性试验记录
REC:5e41db1c8a2c099aa33221f139c0e3b202ec781fa1a092f12772a82f28c256a8,ccris,4112:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:af6ac2c622d5d4af76dae38c6fe0c2c7b3838723ebbf82f1ae3599f04b1ed3cb,ccris,4113:no_carcinogenicity,无致癌性试验记录
REC:8b2c51bd1dd2dbfad0f7e761c10834ca18d0a74fc60fe9bcec01b4c273668738,ccris,4115:no_carcinogenicity,无致癌性试验记录
REC:2d05ef2de9bb0eb0e8c67840c1c95852151fa2a66520de8626b24148f71a310d,ccris,4116:no_carcinogenicity,无致癌性试验记录
REC:2dfbf5abcca5d4cdc38d70ea44546ae00633a5b5dd12ec3c9d301c5e9169b830,ccris,4117:no_carcinogenicity,无致癌性试验记录
REC:1656432fc48c20be9093ea432ed247fdff81529e55b3322410ffa245053fbadd,ccris,4118:no_carcinogenicity,无致癌性试验记录
REC:9903ae08e441216521cbb1599d6034ec9a85cc82444cce4847eb59cbc5901bb3,ccris,4119:no_carcinogenicity,无致癌性试验记录
REC:32b3e87c337951c43905f212de6381694680ab49c2f0173c392a0f29c64db5aa,ccris,4120:no_carcinogenicity,no_standardized_key
REC:32b3e87c337951c43905f212de6381694680ab49c2f0173c392a0f29c64db5aa,ccris,4120:no_carcinogenicity,无含碳有机片段
REC:32b3e87c337951c43905f212de6381694680ab49c2f0173c392a0f29c64db5aa,ccris,4120:no_carcinogenicity,无致癌性试验记录
REC:f995b67977ea41fd7320802790a3bbf3fee9806e0fb799478142562699b36b34,ccris,4121:no_carcinogenicity,no_standardized_key
REC:f995b67977ea41fd7320802790a3bbf3fee9806e0fb799478142562699b36b34,ccris,4121:no_carcinogenicity,无含碳有机片段
REC:f995b67977ea41fd7320802790a3bbf3fee9806e0fb799478142562699b36b34,ccris,4121:no_carcinogenicity,无致癌性试验记录
REC:cad02abaeddb940b57a4ddae9e3c3ca53cfa5b6022c0498bcb53a16ef2d7cb41,ccris,4122:no_carcinogenicity,无致癌性试验记录
REC:f09f3308a9c59d6da997f5ee3bdeaf5ea61dc5bf2efffbf7084616014e1678d3,ccris,4123:no_carcinogenicity,无致癌性试验记录
REC:9c43f536d9b5627e980f75378fed6321a13a8fdf105fb42f872ae85488d15fc8,ccris,4124:no_carcinogenicity,无致癌性试验记录
REC:791198491d724895122464fb7925d5f8d2b9abc3b39fab61138bdebc023abfc7,ccris,4125:no_carcinogenicity,无致癌性试验记录
REC:a1b22fd76fd1c4e792646d08b840578836f3eb439fe4bf392571dea9a86ac50b,ccris,4126:no_carcinogenicity,无致癌性试验记录
REC:eb65a1e5a73c367f485f14cd533820e6ddc8dc274c74b4b718030d7b1baba674,ccris,4127:no_carcinogenicity,no_standardized_key
REC:eb65a1e5a73c367f485f14cd533820e6ddc8dc274c74b4b718030d7b1baba674,ccris,4127:no_carcinogenicity,多片段离子结构的电荷方向或化学计量不配平，无法确认对离子
REC:eb65a1e5a73c367f485f14cd533820e6ddc8dc274c74b4b718030d7b1baba674,ccris,4127:no_carcinogenicity,无致癌性试验记录
REC:c52358dab3946f2410d77626d11a7ebb48e39eba3aef5f4f559f5be90413e35f,ccris,4128:no_carcinogenicity,无致癌性试验记录
REC:d5847acecc2e222dfbd25f0fece8e74c0f96e4850ca9f3876cd58b492c69b10c,ccris,4129:no_carcinogenicity,无致癌性试验记录
REC:b2617d4450d38e4207a2f15dab2671a5f029055f16837e9062854c40d9dc8986,ccris,4130:no_carcinogenicity,无致癌性试验记录
REC:627dc094394df4d2ecbf6b1e79b81a34b6e89beb075c6ba99a87954efc50e966,ccris,4132:no_carcinogenicity,无致癌性试验记录
REC:3c48942c3dc8e7bf796099b6a467879b016920c5387789696fc205fa138e471c,ccris,4133:no_carcinogenicity,无致癌性试验记录
REC:d70030ccc5ec57fc23be54c23186b8156b4cbaa9c339cbde28fb847e8a7573a0,ccris,4134:no_carcinogenicity,无致癌性试验记录
REC:a322a01f0d0b1b1b90e29c81453a3a90d4a2e93d381cb4ef1a94acd8b3beae14,ccris,4135:no_carcinogenicity,无致癌性试验记录
REC:525e87959aa9fb8143b0da914c27262e9d8797fac385e058ad919213e3b1c1b1,ccris,4136:no_carcinogenicity,无致癌性试验记录
REC:96d9869924fb9c284c2a9c42153072b47fac7e450c5b0c3fdae6d7333fd5593a,ccris,4137:no_carcinogenicity,无致癌性试验记录
REC:7c3c8fc4e2c1b1201bc8f03f6bfe1af2b2dbf3faf48500af1453379269afeba8,ccris,4138:no_carcinogenicity,无致癌性试验记录
REC:e310f9a32e3f46c4496cd161fc09f9b9bc2283987496de116bf696c9e381d97d,ccris,4139:no_carcinogenicity,无致癌性试验记录
REC:392642e18ff27c0f9fcfe083b6e2c8c07722eee19b81c927f97b1ac89cad57e0,ccris,4140:no_carcinogenicity,no_standardized_key
REC:392642e18ff27c0f9fcfe083b6e2c8c07722eee19b81c927f97b1ac89cad57e0,ccris,4140:no_carcinogenicity,无含碳有机片段
REC:392642e18ff27c0f9fcfe083b6e2c8c07722eee19b81c927f97b1ac89cad57e0,ccris,4140:no_carcinogenicity,无致癌性试验记录
REC:d59cc1acd59046db12917267e28709c77db367bee31d3d909ac04704dac31e30,ccris,4143:no_carcinogenicity,无致癌性试验记录
REC:002bb864caf836c91c4e5bcb7021849d045528256f1b92e889f5eef97c19b1b4,ccris,4144:no_carcinogenicity,无致癌性试验记录
REC:f594ee6c5e29273975c4ed370c27ed4bd9679f1a28eebe84c73596bf5d9cfefc,ccris,4145:no_carcinogenicity,无致癌性试验记录
REC:29e97d34f27ad7316c8a3debb2887ca9bf6432768825bb375a13e57b4c63440f,ccris,4146:no_carcinogenicity,无致癌性试验记录
REC:0a2b386b5ac305ecf6286ade49c1941945979cbe93cb62fbd08cc605c41053ad,ccris,4147:no_carcinogenicity,无致癌性试验记录
REC:fde6195f504a296133f30c9836f432c892f6593c875841d96382c368869505a2,ccris,4148:no_carcinogenicity,无致癌性试验记录
REC:b2f5b84a531c3f08bd6498a7d2038f9686fd108b5bb1a610d29c6161c6c54636,ccris,4149:no_carcinogenicity,无致癌性试验记录
REC:c10894ad5ef5a4a488636e016e348cf96543e0e396b9717e48cca44f8c342d5c,ccris,4150:no_carcinogenicity,无致癌性试验记录
REC:21bdfa41a88a7eb8818805c5b5c4ffff79f9cd01f8c5c8ddce84cf4fad1ffadb,ccris,4151:no_carcinogenicity,无致癌性试验记录
REC:3ccc93c9f36dbcf601331aa51f7ffb918a488fdad5299081e0e54209011b1ec4,ccris,4152:no_carcinogenicity,无致癌性试验记录
REC:9f17d5aacd51135ecef125c64ede6ab0c79cd965fb539563e1f13b2105049357,ccris,4153:no_carcinogenicity,无致癌性试验记录
REC:2c987a954ed15f4d18bc96e8e561c70d8c678771e6ff1613054eb5e254a8ed49,ccris,4154:no_carcinogenicity,无致癌性试验记录
REC:01135d6459a7478832e92795cfd8fdc9cf67182a73fcb3b2490c4bb93d5a3fe6,ccris,4155:no_carcinogenicity,无致癌性试验记录
REC:fb216e60e2d962d7cc6159f3e3994ac4ccce4c7cfd48fb078c05cb583682d81e,ccris,4156:no_carcinogenicity,无致癌性试验记录
REC:deae468c3e92aa20359f0ca29cb784dbfd3c6df692808759306ef53ddd92a091,ccris,4157:no_carcinogenicity,无致癌性试验记录
REC:4b9af38ca672e9a1936a4585c4129fe18dc2ac8069b1997416affb94091ca387,ccris,4158:no_carcinogenicity,无致癌性试验记录
REC:1fceab351633c03445a3b510e91215ffd1074fcf519b8e9a048f465fa1054a6b,ccris,4159:no_carcinogenicity,无致癌性试验记录
REC:03a10f1c084359608eae4e8c0c5e2bdf9740b4c7170005cfafa12913211cf821,ccris,415:cstu:1,同一 standard InChIKey 对应多个 parent SMILES
REC:5b00862aab30977d3138d0d0d7de7183994ba146be76bffecff3dd361980c78d,ccris,415:cstu:10,同一 standard InChIKey 对应多个 parent SMILES
REC:f9c048e9ba82f4323ab5a54900dea61d4fb5ec016e03bd48e80019d11480a0de,ccris,415:cstu:11,同一 standard InChIKey 对应多个 parent SMILES
REC:0b99d99f7d15fb474932187526936d0fc1d6c5ae34fa43489caba647d789023a,ccris,415:cstu:12,同一 standard InChIKey 对应多个 parent SMILES
REC:4e3f36365491a0e85ebfc9edbd9a4bc0ad0dc5f6c66164fb5b023d717fc4b487,ccris,415:cstu:13,同一 standard InChIKey 对应多个 parent SMILES
REC:4cfd6dade42cf98fafc5136e1ebd53c3c3d6f0016e0be0cca007485e89240a74,ccris,415:cstu:14,同一 standard InChIKey 对应多个 parent SMILES
REC:ed5571b7b57e35a4bf9d37a86f34a8a29a523ed9a4c6c26402733954241b3142,ccris,415:cstu:15,同一 standard InChIKey 对应多个 parent SMILES
REC:fc5aeb000caec63af3af8db914380fab5ee2403be1af6885181934aa048d9579,ccris,415:cstu:16,同一 standard InChIKey 对应多个 parent SMILES
REC:127f670ab2cb1357ea5c3ee5c1d9b0cca8e6af0aa9464770d54cf972917a4428,ccris,415:cstu:17,同一 standard InChIKey 对应多个 parent SMILES
REC:400a14ac7aefac96ad8547f63c5f6fde8599c472771654369944d77815bd1de3,ccris,415:cstu:18,同一 standard InChIKey 对应多个 parent SMILES
REC:8b1d7ba3de6400d41cf7b3124977ff72a731371afd607552322f4a65bacf1481,ccris,415:cstu:2,同一 standard InChIKey 对应多个 parent SMILES
REC:510538372025f4e3174b5e123d65190b033a32d0b8b065d18573c20d41319235,ccris,415:cstu:3,同一 standard InChIKey 对应多个 parent SMILES
REC:8553c837e9c076e35aab269cc9a1bfb129024e48b065ab89e16a1b012b1ddadc,ccris,415:cstu:4,同一 standard InChIKey 对应多个 parent SMILES
REC:74ca40a7b1141dfe599edb06460e9960442edd518560aa7dea9861b3142feaaf,ccris,415:cstu:5,同一 standard InChIKey 对应多个 parent SMILES
REC:e29008be54f0d3c1387bbe678bd1a5660cf697290e3f3b19aa119a54057580d8,ccris,415:cstu:6,同一 standard InChIKey 对应多个 parent SMILES
REC:fc75e5064e7defc5593466098f83acca310472d7cc41815867fc3a78060bd20b,ccris,415:cstu:7,同一 standard InChIKey 对应多个 parent SMILES
REC:c9bdadfec3c53151644c9f7125e63ae7204091dee974a4a420af9bad84ba6c38,ccris,415:cstu:8,同一 standard InChIKey 对应多个 parent SMILES
REC:00ec29f53bbfe1e27917adfbe8633591ba247b15e8abfad7f7fda368b97902e7,ccris,415:cstu:9,同一 standard InChIKey 对应多个 parent SMILES
REC:0bdfd11cfadec8c4ec8829cb2bd6c15fe4585051c93be9a74839148e697227ca,ccris,4160:no_carcinogenicity,无致癌性试验记录
REC:af6906b0db47c3a1acc4b2a755a103d5dae732a56c2b3e2ff8d4abbae4e805d4,ccris,4161:no_carcinogenicity,无致癌性试验记录
REC:53dd5f076939af4eb28d65434d336d3f02947f1bda9210eab422ca494e4d8f55,ccris,4162:no_carcinogenicity,无致癌性试验记录
REC:4e95ba92c6c295dbc26d328d4e0ee87311bfe2de60f64f0efbbe55b0d60f3d82,ccris,4163:no_carcinogenicity,无致癌性试验记录
REC:410debe52007890ca80ede81d2ea86b055eb4d28486c13829d87b35200869a17,ccris,4164:no_carcinogenicity,无致癌性试验记录
REC:5d18300002bdd5c1c1a66ab48ee49fc6ee21ce8499747853b6adf52d794ccade,ccris,4165:no_carcinogenicity,无致癌性试验记录
REC:ffd30755aca8a7ebddd6e354b2b7c5ebd7cf300e12bfd6520a6166b922956631,ccris,4166:no_carcinogenicity,无致癌性试验记录
REC:b9b32bd7899c9f57bf401c9866f6d73f7dfb9435607be287d67cfd344b7064dc,ccris,4167:no_carcinogenicity,无致癌性试验记录
REC:d9d230329f2c6c0b9a70d674871ba785f2adfaf99754256aa8b2d899b41d8440,ccris,4168:no_carcinogenicity,无致癌性试验记录
REC:4988fd6a887624cdc7a190142353c231104ea6aeea567978d32176a70da58163,ccris,4169:no_carcinogenicity,无致癌性试验记录
REC:1b7fdc8cb70ee6f88e6f219a5a79c25243ba5b0f1b6e50a1746343e9ce2af156,ccris,4170:no_carcinogenicity,无致癌性试验记录
REC:e2a122ad1e0cbb2b463c12d9e66656bae277a1db43f9777dff47d95861d20fa6,ccris,4171:no_carcinogenicity,无致癌性试验记录
REC:e135f494432ede9eb6a922f4ee6bebd7d126838ca46231d3b1394606206d068c,ccris,4172:no_carcinogenicity,无致癌性试验记录
REC:637700fff85c07b096f94fc6a4b710d6cb73baf013d7c16077bda01cb4f0155d,ccris,4173:no_carcinogenicity,无致癌性试验记录
REC:99c592fa04152b087a5c790c6ef0c4e64a3c862a754bd27706aebd9f577a9ad5,ccris,4174:no_carcinogenicity,无致癌性试验记录
REC:a542d9aee4d53ba2a277222b3831ae6ce49962a55ea64a1ae63f23dd0c66bed9,ccris,4175:no_carcinogenicity,无致癌性试验记录
REC:fa3be4044d4139050397bdb0a0450c1f35b99ad02f743b1330878701131c3cde,ccris,4176:no_carcinogenicity,无致癌性试验记录
REC:a0a527891a2d3a3dd067846282dc444283b6901bcbdb45f9e638792788de3046,ccris,4177:no_carcinogenicity,无致癌性试验记录
REC:1ddf9025590b34ad934496cf95bebe4d92f81f28a3a290a86c4fb1c7860a9b97,ccris,4178:no_carcinogenicity,无致癌性试验记录
REC:996884387569a617db732a069c1f52797e29694a8465f19c992cf94742de5a06,ccris,4179:no_carcinogenicity,无致癌性试验记录
REC:6908a68f96a66edac31df0c3859b59ab0863c2b7d8e134b7967e2485468c7ce9,ccris,4180:no_carcinogenicity,无致癌性试验记录
REC:d7c9ff893d5abdf7a95a62caa81f0cf20bb16d7844f6457eb0acdb402c6b45e4,ccris,4181:no_carcinogenicity,无致癌性试验记录
REC:666dcee2da4f46dfc1ab87ca8748a6c743c5d205471b8fb8f9f4130e09c59110,ccris,4182:no_carcinogenicity,无致癌性试验记录
REC:5b957685181806afebcb044103a322053803d8caffe875f26de269335975203b,ccris,4183:no_carcinogenicity,无致癌性试验记录
REC:ec7cb2115a13cc2d0266ecfa12512c2ffc624bc8981e6f50be09ab6aa931d110,ccris,4184:no_carcinogenicity,无致癌性试验记录
REC:e78c7fa99dc155a34464f90e5dce72c59ba1e14e0df60c72bd70aa40b63eedad,ccris,4185:no_carcinogenicity,无致癌性试验记录
REC:8d6751b32db896414eaef7c6941b9e9c82af7905135482aac4b4076a70745ba8,ccris,4186:no_carcinogenicity,无致癌性试验记录
REC:47499b6117beff91b051c067dd622c7f9d67f226b7ed9867e03ae93bc648dd0f,ccris,4187:no_carcinogenicity,无致癌性试验记录
REC:7c947f184776315baf0f71d33f1e85b1c53cad462a04ef547db72b0da6e204b7,ccris,4188:no_carcinogenicity,无致癌性试验记录
REC:44c425c93f67c245209fd3f7a7fbbac46bad6b3423f83dec859b08599dca3825,ccris,4190:no_carcinogenicity,无致癌性试验记录
REC:f2d1b394ebabed58c0b005b7eef8bcf97a537d91dd9bae9df9da44da7cf48c0d,ccris,4191:cstu:1,no_standardized_key
REC:f2d1b394ebabed58c0b005b7eef8bcf97a537d91dd9bae9df9da44da7cf48c0d,ccris,4191:cstu:1,来源结构状态不可接受：unresolved
REC:d50e3e95edb75626caf233ac6e7c6ab9b5d8bd8d177e596970e921c1bc5edb4f,ccris,4191:cstu:2,no_standardized_key
REC:d50e3e95edb75626caf233ac6e7c6ab9b5d8bd8d177e596970e921c1bc5edb4f,ccris,4191:cstu:2,来源结构状态不可接受：unresolved
REC:24579b93d69e57676790af12fa4462f693d189074f521612a8d3eaf6419fa94f,ccris,4191:cstu:3,no_standardized_key
REC:24579b93d69e57676790af12fa4462f693d189074f521612a8d3eaf6419fa94f,ccris,4191:cstu:3,来源结构状态不可接受：unresolved
REC:0a9177331a242c28ea68551ce6ddff2bfeaa7b603c2f7a44e23b3784b9f46279,ccris,4191:cstu:4,no_standardized_key
REC:0a9177331a242c28ea68551ce6ddff2bfeaa7b603c2f7a44e23b3784b9f46279,ccris,4191:cstu:4,来源结构状态不可接受：unresolved
REC:68ab594a49114b9ad5cfb92493a86e39303080316f9737ac495d165b71ff7dbc,ccris,4192:no_carcinogenicity,无致癌性试验记录
REC:63a8ca203959dd7c0d0940027399442269f59a6ae4fa41804140a3642c96882f,ccris,4193:no_carcinogenicity,无致癌性试验记录
REC:cc721e00a5eb600c40cbce5400e25b87a46b0b1c67be570774286efcd47b77f7,ccris,4194:no_carcinogenicity,无致癌性试验记录
REC:a69d3f310d3ba3f74221fd5bb4ffc8dc4d218917eb35288d7d3a1e3edb4ed7b1,ccris,4195:cstu:1,no_standardized_key
REC:a69d3f310d3ba3f74221fd5bb4ffc8dc4d218917eb35288d7d3a1e3edb4ed7b1,ccris,4195:cstu:1,来源结构状态不可接受：unresolved
REC:fb1bf189ace9c77adebc916aa17145f552436d14d82bd305be2a208a92bf893b,ccris,4195:cstu:2,no_standardized_key
REC:fb1bf189ace9c77adebc916aa17145f552436d14d82bd305be2a208a92bf893b,ccris,4195:cstu:2,来源结构状态不可接受：unresolved
REC:5d0e21535097baea37ae02555e436cc1268d9f21466c1acffc9aedee0261e6e2,ccris,4195:cstu:3,no_standardized_key
REC:5d0e21535097baea37ae02555e436cc1268d9f21466c1acffc9aedee0261e6e2,ccris,4195:cstu:3,来源结构状态不可接受：unresolved
REC:128d13427074fa2573d2aff066801a75036027a07feca461fec28bb9a154c5b8,ccris,4196:no_carcinogenicity,无致癌性试验记录
REC:ad11a5b2997bdeff32aaa3093d8148ebb18065eaf4fca7b15c3ed31c5e968b07,ccris,4197:no_carcinogenicity,无致癌性试验记录
REC:25b0b318c88c704b5e4e2ac4e1a9b7908c44e6a4af8e269db54fe5b1fa442f97,ccris,4198:no_carcinogenicity,no_standardized_key
REC:25b0b318c88c704b5e4e2ac4e1a9b7908c44e6a4af8e269db54fe5b1fa442f97,ccris,4198:no_carcinogenicity,无致癌性试验记录
REC:25b0b318c88c704b5e4e2ac4e1a9b7908c44e6a4af8e269db54fe5b1fa442f97,ccris,4198:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:31358194e7712725ece9d8a8b1d75cb6ca773f1fd00522db4cf3093c1554a057,ccris,4199:no_carcinogenicity,无致癌性试验记录
REC:0b89f0d274dbb9fb697ec78333cc4971cc57d3f1a3a581bfb9f5a62c7b37a4ca,ccris,41:no_carcinogenicity,无致癌性试验记录
REC:9f994e98026793e1f5e513a434f6f56451c0f659d3cf08417d88e223ee5bd691,ccris,4200:no_carcinogenicity,无致癌性试验记录
REC:517fed971b4f39b558548381fbbb2f8158a0b309f8c974e5d7ef3052562790a6,ccris,4201:no_carcinogenicity,无致癌性试验记录
REC:0fc7cf64584901baadf69cf62868ef4c11a6e40e91557436759ddd00caa10aca,ccris,4202:no_carcinogenicity,无致癌性试验记录
REC:80b0173b0527ae1894e19e2727536d10d0497fa834f8e8323b3d9f56a375e6cb,ccris,4203:no_carcinogenicity,无致癌性试验记录
REC:b274828df1b8dbdb463234f07c6df2d1dcc4454b55bc39e0dc41687254d9d2d9,ccris,4204:no_carcinogenicity,无致癌性试验记录
REC:75efef707a0bfa8bdaeee92d4bce34520c4a0eb5946d14fcddef1deb401678d4,ccris,4205:no_carcinogenicity,无致癌性试验记录
REC:79b978768da76ce0dc91b026c2e2ee8e543f567a040d05ae6d788796bdc37e85,ccris,4206:no_carcinogenicity,无致癌性试验记录
REC:723cf62418b8bab8e863e65a28ea471a5c68b3848cce9ed9f08dd62ae958f2ff,ccris,4207:no_carcinogenicity,无致癌性试验记录
REC:058b3b9bcd4d5961c538cacb3c82ac3d12a106c04ce367db94995eb3f21e6e80,ccris,4208:no_carcinogenicity,无致癌性试验记录
REC:6976b7a2914973dc445b7905f79809650028f310d321fe0ae764c71c72cf44fb,ccris,4209:no_carcinogenicity,无致癌性试验记录
REC:db3a32477273531941d70fe9ef8a1c63abe59b33c34f278abb75598cae856825,ccris,4210:no_carcinogenicity,无致癌性试验记录
REC:4cab59791dea0ad8ff6b62da04bc935790c83831526d20d0c27b7878b7abacfc,ccris,4211:no_carcinogenicity,无致癌性试验记录
REC:e9ce5c2580693dc807d3f9ecd61db3942068fd3389b083d912cfa0882d0a409d,ccris,4212:no_carcinogenicity,no_standardized_key
REC:e9ce5c2580693dc807d3f9ecd61db3942068fd3389b083d912cfa0882d0a409d,ccris,4212:no_carcinogenicity,无致癌性试验记录
REC:e9ce5c2580693dc807d3f9ecd61db3942068fd3389b083d912cfa0882d0a409d,ccris,4212:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:ab1a57bd50143e214e57a3bd17988ca90829d77caeb7f7223800896034a47ea1,ccris,4213:no_carcinogenicity,no_standardized_key
REC:ab1a57bd50143e214e57a3bd17988ca90829d77caeb7f7223800896034a47ea1,ccris,4213:no_carcinogenicity,存在中性共组分，按混合物、溶剂化物或加合物排除
REC:ab1a57bd50143e214e57a3bd17988ca90829d77caeb7f7223800896034a47ea1,ccris,4213:no_carcinogenicity,无致癌性试验记录
REC:9137d6a2f5011881f16d5fc0c864fbee778ae20c39c3a62e27b046c3d4c1d8ff,ccris,4214:no_carcinogenicity,no_standardized_key
REC:9137d6a2f5011881f16d5fc0c864fbee778ae20c39c3a62e27b046c3d4c1d8ff,ccris,4214:no_carcinogenicity,存在中性共组分，按混合物、溶剂化物或加合物排除
REC:9137d6a2f5011881f16d5fc0c864fbee778ae20c39c3a62e27b046c3d4c1d8ff,ccris,4214:no_carcinogenicity,无致癌性试验记录
REC:c58fe36f64505d099a9e7e344715964d3824c49d0c9afd1c9155f388d30a11dc,ccris,4215:no_carcinogenicity,no_standardized_key
REC:c58fe36f64505d099a9e7e344715964d3824c49d0c9afd1c9155f388d30a11dc,ccris,4215:no_carcinogenicity,存在中性共组分，按混合物、溶剂化物或加合物排除
REC:c58fe36f64505d099a9e7e344715964d3824c49d0c9afd1c9155f388d30a11dc,ccris,4215:no_carcinogenicity,无致癌性试验记录
REC:aaa1070c64391743a705cdc87c75bc796b0a9508a0d926ee35b9fc488e95e90d,ccris,4216:no_carcinogenicity,无致癌性试验记录
REC:f3e116c5ef35e031bf151c9660b8ec289f5b3ad9325a2de3e23be5e90185a7e6,ccris,4217:no_carcinogenicity,no_standardized_key
REC:f3e116c5ef35e031bf151c9660b8ec289f5b3ad9325a2de3e23be5e90185a7e6,ccris,4217:no_carcinogenicity,多个有机片段混合物
REC:f3e116c5ef35e031bf151c9660b8ec289f5b3ad9325a2de3e23be5e90185a7e6,ccris,4217:no_carcinogenicity,无致癌性试验记录
REC:ea75bce988603866b0771938f5ff3b9b82df7343227b9b0bad1041cb3bc4ba27,ccris,4218:no_carcinogenicity,无致癌性试验记录
REC:ee35d7cdc3f6fe77bfc114ded5069dfa731cc45ccc4fbc8b8b3a7a695c09e024,ccris,4219:no_carcinogenicity,无致癌性试验记录
REC:b6d7380b78b3732ffc5a2cf43102561dc379ee274a8b343f110729fbdfa1a8ee,ccris,4220:no_carcinogenicity,no_standardized_key
REC:b6d7380b78b3732ffc5a2cf43102561dc379ee274a8b343f110729fbdfa1a8ee,ccris,4220:no_carcinogenicity,无含碳有机片段
REC:b6d7380b78b3732ffc5a2cf43102561dc379ee274a8b343f110729fbdfa1a8ee,ccris,4220:no_carcinogenicity,无致癌性试验记录
REC:c1780748e536220e20ec1ce464b2a3395f5c54ec78b6ec72cbb9e217cd9aa06f,ccris,4221:no_carcinogenicity,无致癌性试验记录
REC:a68076d3f762b76a0f0f38c18845b0bda2520b0faf0c537e5c6bb73ea83b6915,ccris,4222:no_carcinogenicity,no_standardized_key
REC:a68076d3f762b76a0f0f38c18845b0bda2520b0faf0c537e5c6bb73ea83b6915,ccris,4222:no_carcinogenicity,多个有机片段混合物
REC:a68076d3f762b76a0f0f38c18845b0bda2520b0faf0c537e5c6bb73ea83b6915,ccris,4222:no_carcinogenicity,无致癌性试验记录
REC:86f07334a2ee3fc5dc9f47fb3b795bf1c9b89828c9261906ec0a37736dcf402e,ccris,4223:no_carcinogenicity,无致癌性试验记录
REC:40172b03bcefa9fb0d891c3f07f6237ad013466bbb6fb872f6e0b071dcd5156f,ccris,4224:no_carcinogenicity,no_standardized_key
REC:40172b03bcefa9fb0d891c3f07f6237ad013466bbb6fb872f6e0b071dcd5156f,ccris,4224:no_carcinogenicity,无含碳有机片段
REC:40172b03bcefa9fb0d891c3f07f6237ad013466bbb6fb872f6e0b071dcd5156f,ccris,4224:no_carcinogenicity,无致癌性试验记录
REC:ebb5b7c22246103ecc75051f51b2de21b1c14ce96c49b64a341d09fae21b0fe1,ccris,4225:no_carcinogenicity,无致癌性试验记录
